31/01/2023,"-38.20","BRUNSWICK SUPA IGA       BRUNSWICK",""
30/01/2023,"-26.50","MCDONALDS BALWYN         BALWYN",""
29/01/2023,"-63.20","EG GROUP        3965     COBURG NORTHAUS",""
29/01/2023,"-66.28","BUNNINGS 638000          NORTHLAND CE",""
28/01/2023,"-30.00","Belong 1300235664        Sydney      NSW",""
28/01/2023,"-21.93","BUNNINGS 712000          COBURG",""
27/01/2023,"-26.50","MCDONALDS BALWYN         BALWYN",""
27/01/2023,"-45.00","HEALTHY PETS PLUS        CHATSWOOD   NSW",""
27/01/2023,"+1000.00","PAYMENT RECEIVED, THANK YOU MasterCardPayment",""
27/01/2023,"-116.18","BRUNSWICK SUPA IGA       BRUNSWICK",""
25/01/2023,"-26.80","MCDONALDS BALWYN         BALWYN",""
25/01/2023,"-75.78","COLES EXPRESS 6742       CLIFTON HILLAUS",""
24/01/2023,"-7.00","HARVEY NORMAN AV/IT      PRESTON     VIC",""
24/01/2023,"-39.90","MCDONALDS BALWYN         BALWYN",""
24/01/2023,"-45.00","KMART 1090               PRESTON     AUS",""
24/01/2023,"+1300.00","PAYMENT RECEIVED, THANK YOU MasterCardPayment",""
23/01/2023,"-39.90","MCDONALDS BALWYN         BALWYN",""
22/01/2023,"-128.65","BRUNSWICK SUPA IGA       BRUNSWICK",""
21/01/2023,"-562.31","GOLD LEAF RESTAURANT     PRESTON     VIC",""
20/01/2023,"-26.50","MCDONALDS BALWYN         BALWYN",""
19/01/2023,"-26.50","MCDONALDS BALWYN         BALWYN",""
19/01/2023,"-25.00","Belong 1300235664        Sydney      NSW",""
19/01/2023,"-26.34","EG GROUP        3965     COBURG NORTHAUS",""
18/01/2023,"-13.40","MCDONALDS BALWYN         BALWYN",""
18/01/2023,"-10.00","OVERLIMIT FEE",""
18/01/2023,"-15.68","BUNNINGS 769000          BRUNSWICK",""
17/01/2023,"-870.17","VICROADS ONLINE PAYMEN   KEW",""
16/01/2023,"-81.67","BP VERMONT 7475          VERMONT STH VIC",""
16/01/2023,"-26.50","MCDONALDS BALWYN         BALWYN",""
15/01/2023,"-11.40","WOOLWORTHS      3292     PRESTON     AUS",""
15/01/2023,"-20.00","KMART 1090               PRESTON     AUS",""
14/01/2023,"-220.00","ALLISON BROWNING         BRUNSWICK   VIC",""
14/01/2023,"-59.00","XERO AU INV-25929832     HAWTHORN    VIC",""
14/01/2023,"-2997.85","BPAYN MORELAND COUNCIL   BPAY Council Rate",""
13/01/2023,"-33.20","Hungry Jacks             Burwood     AUS",""
13/01/2023,"-311.40","INTEREST CHARGES",""
13/01/2023,"-124.60","BRUNSWICK SUPA IGA       BRUNSWICK",""
12/01/2023,"-79.20","AA BURWOOD EAST 3864     BURWOOD EASTVIC",""
12/01/2023,"-26.50","MCDONALDS BALWYN         BALWYN",""
10/01/2023,"-11.98","DAN MURPHY'S    3635     GLEN WAVERLEAUS",""
09/01/2023,"-120.88","HOLLARD INSURANCE        CHATSWOOD",""
06/01/2023,"-26.50","MCDONALDS BALWYN         BALWYN",""
06/01/2023,"-236.00","SPOTLIGHT PRESTON        PRESTON     VIC",""
06/01/2023,"-90.34","COLES EXPRESS 6708       BALWYN      AUS",""
06/01/2023,"-36.55","BUNNINGS 712000          COBURG",""
05/01/2023,"-26.50","MCDONALDS BALWYN         BALWYN",""
04/01/2023,"-26.50","MCDONALDS BALWYN         BALWYN",""
04/01/2023,"-134.97","BRUNSWICK SUPA IGA       BRUNSWICK",""
03/01/2023,"-34.10","MCDONALDS BOX HILL NT    BLACKBURN NO",""
02/01/2023,"-180.00","IKEA RICHMOND            RICHMOND    VIC",""
02/01/2023,"-109.70","BUNNINGS 712000          COBURG",""
