27/11/2022,"-63.81","COLES EXPRESS 6738       BRUNSWICK E AUS",""
27/11/2022,"-45.00","HEALTHY PETS PLUS        CHATSWOOD   NSW",""
27/11/2022,"-819.69","ALDI STORES - PRESTON    PRESTON",""
26/11/2022,"-23.00","Hungry Jacks             Scoresby    AUS",""
25/11/2022,"-19.91","Simply Energy Payment    Melbourne   AUS",""
24/11/2022,"-448.00","HARVEY NORMAN RICHMO     RICHMOND    VIC",""
24/11/2022,"+1000.00","PAYMENT RECEIVED, THANK YOU MasterCardPayment",""
23/11/2022,"-200.00","ALLISON BROWNING         BRUNSWICK   VIC",""
23/11/2022,"-86.30","COLES EXPRESS 6738       BRUNSWICK E AUS",""
23/11/2022,"-65.20","Hungry Jacks             Mooroolbark AUS",""
23/11/2022,"-104.90","BRUNSWICK SUPA IGA       BRUNSWICK",""
22/11/2022,"-53.20","MCDONALDS CROYDON        CROYDON",""
22/11/2022,"-120.59","Simply Energy Payment    Melbourne   AUS",""
21/11/2022,"-68.95","CHEM WAREHS BRUNSW       BRUNSWICK   VIC",""
21/11/2022,"+3000.00","PAYMENT RECEIVED, THANK YOU MasterCardPayment",""
19/11/2022,"-25.00","Belong 1300235664        Sydney      NSW",""
19/11/2022,"-22.55","Hungry Jacks             Burwood     AUS",""
18/11/2022,"-82.52","EG GROUP        3421     DONCASTER ESAUS",""
17/11/2022,"-123.40","WOOLWORTHS      3292     PRESTON     AUS",""
17/11/2022,"-47.50","KMART 1090               PRESTON     AUS",""
17/11/2022,"-50.00","KMART 1090               PRESTON     AUS",""
17/11/2022,"-381.73","ALDI STORES - PRESTON    PRESTON",""
16/11/2022,"-26.30","MCDONALDS MULGRAVE       MULGRAVE",""
14/11/2022,"-10.00","OVERLIMIT FEE",""
14/11/2022,"-59.00","XERO AU INV-24875549     HAWTHORN    VIC",""
14/11/2022,"+500.00","PAYMENT RECEIVED, THANK YOU MasterCardPayment",""
14/11/2022,"-115.13","BRUNSWICK SUPA IGA       BRUNSWICK",""
12/11/2022,"-82.29","7-ELEVEN 1250            BOX HILL    VIC",""
12/11/2022,"-15.75","Hungry Jacks             Burwood     AUS",""
11/11/2022,"-403.33","INTEREST CHARGES",""
10/11/2022,"-52.38","EG GROUP        3484     PASCOE VALE AUS",""
09/11/2022,"-220.00","ALLISON BROWNING         BRUNSWICK   VIC",""
08/11/2022,"-120.88","HOLLARD INSURANCE        CHATSWOOD",""
04/11/2022,"-80.61","AA BURWOOD EAST 3864     BURWOOD EASTVIC",""
02/11/2022,"-20.99","CHEM WAREHS BRUNSW       BRUNSWICK   VIC",""
02/11/2022,"-125.36","BRUNSWICK SUPA IGA       BRUNSWICK",""
31/10/2022,"-10.00","OVERLIMIT FEE",""
29/10/2022,"-13.15","MCDONALDS DT 0359        DONCASTER EA",""
29/10/2022,"-91.29","COLES EXPRESS 6738       BRUNSWICK E AUS",""
28/10/2022,"-58.84","EG GROUP        3026     PRESTON     AUS",""
28/10/2022,"-86.00","WOOLWORTHS      3121     PRESTON     AUS",""
28/10/2022,"-126.18","WOOLWORTHS      3121     PRESTON     AUS",""
28/10/2022,"-30.00","Belong 1300235664        Sydney      NSW",""
27/10/2022,"-45.00","HEALTHY PETS PLUS        CHATSWOOD   NSW",""
27/10/2022,"-104.90","BRUNSWICK SUPA IGA       BRUNSWICK",""
24/10/2022,"-79.12","COLES EXPRESS 6738       BRUNSWICK E AUS",""
24/10/2022,"+500.00","PAYMENT RECEIVED, THANK YOU",""
23/10/2022,"-19.55","Hungry Jacks             Burwood     AUS",""
22/10/2022,"-19.55","Hungry Jacks             Burwood     AUS",""
22/10/2022,"-50.64","BUNNINGS 769000          BRUNSWICK",""
19/10/2022,"-25.00","Belong 1300235664        Sydney      NSW",""
19/10/2022,"-200.00","ALLISON BROWNING         BRUNSWICK   VIC",""
19/10/2022,"+400.00","PAYMENT RECEIVED, THANK YOU MasterCardPayment",""
18/10/2022,"-20.25","MCDONALDS DT 0084        MULGRAVE",""
18/10/2022,"-79.90","COLES EXPRESS 6729       DONCASTER   AUS",""
18/10/2022,"-323.54","BPAYN Yarra Valley Water BPAY Water Bill",""
17/10/2022,"-12.15","MCDONALDS MT WAVERLEY    MOUNT WAVERL",""
17/10/2022,"-115.13","BRUNSWICK SUPA IGA       BRUNSWICK",""
16/10/2022,"-16.75","Hungry Jacks             Burwood     AUS",""
15/10/2022,"-19.55","Hungry Jacks             Burwood     AUS",""
14/10/2022,"-59.00","XERO AU INV-24353802     HAWTHORN    VIC",""
13/10/2022,"-72.48","Simply Energy Payment    Melbourne   AUS",""
13/10/2022,"-72.38","COLES EXPRESS 6976       GLEN WAVERLEAUS",""
13/10/2022,"-392.21","INTEREST CHARGES",""
12/10/2022,"-17.95","MCDONALDS NIDDRIE        ESSENDON",""
12/10/2022,"-34.76","EG GROUP        3484     PASCOE VALE AUS",""
10/10/2022,"-107.95","A1 BAKERY                BRUNSWICK   VIC",""
09/10/2022,"-13.35","MCDONALDS DT 0614        KEW",""
08/10/2022,"-10.98","CHEM WAREHS BRUNSW       BRUNSWICK   VIC",""
08/10/2022,"-10.26","BUNNINGS 769000          BRUNSWICK",""
07/10/2022,"-27.00","REPCO                    BRUNSWICK   VIC",""
07/10/2022,"+31.00","REPCO                    BRUNSWICK   VIC",""
07/10/2022,"-120.88","HOLLARD INSURANCE        CHATSWOOD",""
06/10/2022,"-104.90","BRUNSWICK SUPA IGA       BRUNSWICK",""
05/10/2022,"-61.64","EG GROUP        3484     PASCOE VALE AUS",""
04/10/2022,"-200.00","ALLISON BROWNING         BRUNSWICK   VIC",""
